,id,identifier,formula,temperature,efermi,e_per_atom,ele_cell,med_mass,var_mass,med_raio,var_raio,med_ele,var_ele,med_val,var_val,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,p1,p2,p3,p4,p5,p6,p7,e_l1,e_l2,e_l3,e_l4,e_l5,e_l6,e_l7,tetragonal,trigonal,orthorhombic,cubic,monoclinic,triclinic,hexagonal,⟨S²σ⟩,κₑᵉ
1561,5e5ec7c63a172d2456df0729,mp-753572,Li2Cu3F8,300,0.56570675,-2.1915736003476924,26,29.82846773333333,592.6661530647489,1.0999999999999999,0.18166666666666664,2.2866666666666666,1.5747555555555557,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,16,18,1,0,0,0,0,0,0,0,1,0,0,3.32981,30609.7
1562,5e5ec7c63a172d2456df072a,mp-8666,CsAgO,300,0.93785799,-1.0082027630411876,12,85.59101730000002,2525.9739296655057,1.6000000000000003,0.6666666666666669,2.0533333333333332,1.1780222222222223,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,6,22,36,36,9,1,0,1,0,0,0,0,0,0,10.0164,1037.49
1566,5e5ec7c73a172d2456df072e,mp-1502,Al2Pt,300,6.75375473,-0.8948725766666664,3,111.0327693,7064.6093821846225,1.3,0.0025000000000000044,1.9449999999999998,0.11222499999999991,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,16,21,32,17,1,0,0,0,0,1,0,0,0,1.17005,3153680000.0
1568,5e5ec7c73a172d2456df0730,mp-28253,LiBiO2,300,2.6962218,-1.8530166118750002,16,77.30693333333333,8682.626680435556,1.2166666666666666,0.19388888888888892,2.1466666666666665,1.016622222222222,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,6,15,18,32,18,5,0,0,0,1,0,0,0,0,23.7605,1448.11
1569,5e5ec7c73a172d2456df0731,mp-23724,KHCO3,300,-0.64722756,-1.9102542736033339,12,17.029085000000002,192.49294425867498,0.9375,0.5592187500000002,2.2525000000000004,0.88836875,0.75,0.6875,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,7,18,8,1,0,0,0,0,0,0,0,0,1,0,7.94431,742.829
1570,5e5ec7c73a172d2456df0732,mp-18940,Sr2NiMoO6,300,3.21783441,-2.472434925249999,10,64.5632,977.25420674,1.35,0.24875000000000003,2.1149999999999998,0.789225,1.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,8,30,52,23,3,0,0,1,0,0,0,0,0,0,5.41436,339.03
1571,5e5ec7c73a172d2456df0733,mp-8882,GaP,300,3.58126189,-0.3995216035714284,4,50.348381,375.375861395161,1.15,0.022500000000000006,2.0,0.03609999999999998,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,4,16,23,3,0,0,0,0,0,0,0,0,0,1,17.1399,1678.47
1576,5e5ec7c83a172d2456df0738,mp-770744,Li4Nb2Fe3Sn3O16,300,4.93093723,-2.331102257321429,28,58.08035600000001,1855.9686171261437,1.27,0.11259999999999999,1.9619999999999997,0.659456,0.8,0.9600000000000002,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,10,31,50,32,5,0,0,0,0,0,0,1,0,0,7.76,996.679
1577,5e5ec7c83a172d2456df0739,mp-32,Ge,300,2.54548265,0.0,2,72.64,0.0,1.25,0.0,2.01,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,8,18,4,0,0,0,0,0,0,1,0,0,0,26.8933,915433.0
1578,5e5ec7c83a172d2456df073a,mp-604229,ZnH3CNO3,300,-0.88319391,-1.3263378067488887,36,21.686748,504.8406779412161,0.7100000000000001,0.1274,2.576,0.39226399999999995,0.6,0.6399999999999999,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,9,23,18,2,0,0,0,0,0,1,0,0,0,0,8.33577,839.063
1579,5e5ec7c83a172d2456df073b,mp-11411,ScGa,300,3.70286003,-0.6033231799999994,4,57.339456,153.35216199993602,1.4500000000000002,0.022500000000000006,1.585,0.05062499999999999,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,16,27,5,0,0,0,0,0,1,0,0,0,0,41.4405,612284000.0
1584,5e5ec7c93a172d2456df0740,mp-757745,Ba4In2O7,300,2.42282977,-2.4872153359935902,26,89.38146666666665,2776.906367635556,1.4333333333333333,0.4072222222222222,2.0366666666666666,1.1166888888888886,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,6,22,36,36,11,2,0,0,0,1,0,0,0,0,9.59303,1466.92
1585,5e5ec7c93a172d2456df0741,mp-568949,TlBr,300,1.37470041,-0.86297025,4,142.14364999999998,3873.7740321224996,1.525,0.140625,2.29,0.4488999999999999,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,4,16,36,39,18,3,0,0,0,1,0,0,0,0,16.6625,2087.81
1586,5e5ec7c93a172d2456df0742,mp-6406,Na2MgSiO4,300,1.21093376,-2.8197912692500005,16,22.84491732,19.11940943177195,1.25,0.2025,1.895,0.915125,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,8,30,7,0,0,0,0,0,0,0,0,1,0,0,9.52802,1192.94
1588,5e5ec7c93a172d2456df0744,mp-14234,MgB4O7,300,0.56073923,-2.949038726909722,96,17.038466666666668,30.887835768888888,0.9833333333333334,0.14388888888888887,2.263333333333333,0.7810888888888888,1.3333333333333333,0.888888888888889,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,6,17,2,0,0,0,0,0,0,1,0,0,0,0,8.77864,864.212
1590,5e5ec7c93a172d2456df0746,mp-208,GeIr,300,6.47104914,-0.31151811749999947,8,132.4285,3574.6647322500007,1.3,0.0025000000000000044,2.105,0.009025000000000036,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,16,36,36,15,2,0,0,0,1,0,0,0,0,7.74463,1080580000.0
1595,5e5ec7ca3a172d2456df074b,mp-18994,CsMnO4,300,-1.89011872,-1.515442080361149,24,67.9476323,2362.4621759990764,1.5333333333333332,0.6755555555555556,1.9266666666666667,1.2413555555555555,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,6,22,31,20,8,1,0,0,0,1,0,0,0,0,1.22361,30.9176
1596,5e5ec7ca3a172d2456df074c,mp-7947,PtO,300,5.50968606,-0.5987110893750005,4,105.5417,8017.82348929,0.9750000000000001,0.14062500000000006,2.86,0.3364000000000001,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,14,18,32,17,1,0,1,0,0,0,0,0,0,60.2679,165290000.0
1597,5e5ec7ca3a172d2456df074d,mp-540995,Rb5Nb3OF18,300,-2.87067702,-3.3799633889590415,54,53.3429958,1292.839900594725,1.225,0.5581250000000001,2.46,1.6749999999999998,0.5,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,8,29,36,20,2,0,0,1,0,0,0,0,0,0,7.20819,218.678
1599,5e5ec7ca3a172d2456df074f,mp-18313,SrSiO3,300,1.61507266,-3.4431433832499994,30,43.901633333333336,979.9934275355555,1.2333333333333334,0.33555555555555555,2.0966666666666662,1.0526888888888888,1.3333333333333333,0.888888888888889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,6,22,22,8,2,0,0,0,0,0,0,0,1,0,9.28375,1135.3
1601,5e5ec7f1aa1573695a05c0c7,mp-541113,Cs3P7,300,1.6636566,-0.439171063362069,40,81.93960695,2597.5173514674407,1.8,0.6400000000000001,1.49,0.48999999999999994,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,16,23,18,8,1,0,1,0,0,0,0,0,0,4.80914,384.87
1602,5e5ec7f1aa1573695a05c0c8,mp-775214,LiVCuO4,300,2.41861869,-1.9227431550000003,28,34.356975,553.920473751875,1.1875,0.11671875000000001,1.9875,0.81506875,1.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,8,23,29,3,0,0,0,1,0,0,0,0,0,0,14.8813,28045000.0
1604,5e5ec7f1aa1573695a05c0ca,mp-27791,SrBe3O4,300,1.67525589,-3.1344265756249996,16,37.54386066666667,1261.9467344956277,1.2166666666666666,0.3405555555555555,1.9866666666666666,1.1201555555555556,0.6666666666666666,0.888888888888889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,16,18,8,2,0,0,0,0,0,0,0,0,1,9.17387,1120.86
1606,5e5ec7f2aa1573695a05c0cc,mp-555178,Rb5H5(OF3)2,300,-2.40488595,-2.305846325664674,72,30.3683858,1058.4313700007008,0.925,0.6931250000000001,2.6100000000000003,1.4845000000000002,0.25,0.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,7,21,18,8,1,0,0,0,0,1,0,0,0,0,9.46307,904.234
1607,5e5ec7f2aa1573695a05c0cd,mp-505132,Ta3Te14Pd3,300,5.80236623,-0.3367887659999994,40,138.32262666666665,983.2215108654221,1.4166666666666667,0.0005555555555555566,1.9333333333333336,0.0955555555555556,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,6,24,54,68,17,2,0,0,0,0,0,1,0,0,34.1791,149383000.0
1609,5e5ec7f2aa1573695a05c0cf,mp-769622,Mn9(FeO6)4,300,1.60138233,-1.764347305638919,37,42.260815,344.96805346311663,1.1333333333333333,0.1422222222222222,2.2733333333333334,0.6936222222222223,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,22,27,4,0,0,0,0,0,0,0,1,0,0,3.27266,179.144
1610,5e5ec7f2aa1573695a05c0d0,mp-600049,SiO2,300,-1.71187008,-3.2567134772916666,96,22.04245,36.518453302500006,0.8500000000000001,0.06250000000000003,2.67,0.5929,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,4,14,4,0,0,0,0,0,0,1,0,0,0,0,9.22148,782.247
1611,5e5ec7f2aa1573695a05c0d1,mp-29644,GeBi4Te7,300,4.84149408,-0.20291312708333345,12,136.4068,3136.8973084800004,1.4166666666666667,0.02055555555555557,2.043333333333333,0.00162222222222223,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,6,24,54,54,24,5,0,0,1,0,0,0,0,0,9.45217,2229.84
1613,5e5ec7f3aa1573695a05c0d3,mp-569132,K3InCl6,300,-0.7191193,-2.0088602499393335,40,63.1231,1338.39604502,1.5833333333333333,0.24055555555555563,1.92,0.9224000000000002,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,6,24,33,19,3,0,0,0,0,0,0,1,0,0,7.29771,705.318
1616,5e5ec7f3aa1573695a05c0d6,mp-30269,HfGa2Ni,300,5.98849644,-0.5404558612500004,40,102.30213333333334,2922.570859635556,1.4000000000000001,0.011666666666666665,1.6733333333333331,0.07135555555555553,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,6,24,52,37,10,2,0,1,0,0,0,0,0,0,16.6022,114186000.0
1618,5e5ec7f3aa1573695a05c0d8,mp-774299,Li8Mn5Fe3(BO3)8,300,1.66574569,-2.481647883294445,48,28.906889,475.96953149808405,1.14,0.12139999999999998,1.968,0.668376,0.8,0.9600000000000002,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,10,26,27,4,0,0,0,0,0,0,0,0,1,0,7.0793,885.167
1619,5e5ec7f3aa1573695a05c0d9,mp-978284,Na2P3HO9,300,0.50909031,-2.522783651853238,30,17.742717820000003,121.42100620582336,0.9125,0.33296875000000004,2.19,0.7875499999999999,0.75,0.6875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,7,22,6,0,0,0,0,0,0,0,0,0,1,0,8.98331,912.318
1620,5e5ec7f3aa1573695a05c0da,mp-20826,CuTe,300,6.02044982,-0.0626458875,4,95.573,1025.728729,1.375,0.0006249999999999956,2.0,0.010000000000000018,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,16,36,19,6,0,0,0,0,1,0,0,0,0,4.0205,1261250000.0
1624,5e5ec7f4aa1573695a05c0de,mp-10967,CdCu2GeSe4,300,2.80122427,-0.3427124542968749,8,81.88924999999999,340.5452936875,1.3250000000000002,0.021875000000000016,2.0375,0.10076874999999998,0.5,0.75,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,8,32,72,29,2,0,0,1,0,0,0,0,0,0,3.1692,699558.0
1625,5e5ec7f4aa1573695a05c0df,mp-540628,Al(TeCl2)2,300,-0.2218462,-1.3453579395414283,56,63.3448462,2076.323337972775,1.2166666666666666,0.027222222222222214,2.29,0.41846666666666676,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,6,24,28,18,6,0,0,0,0,1,0,0,0,0,0.998845,19.2353
1626,5e5ec7f4aa1573695a05c0e0,mp-571567,CdI2,300,0.28342805,-0.5913937316666669,24,119.657735,52.515168160225016,1.475,0.00562500000000001,2.175,0.2352250000000001,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,16,36,36,9,0,0,0,1,0,0,0,0,0,13.1632,770.42
1627,5e5ec7f4aa1573695a05c0e1,mp-29313,Ta4P4S29,300,2.53642742,-0.9674393726049711,148,81.32888066666666,4962.170980816108,1.1500000000000001,0.04499999999999999,2.09,0.19940000000000002,0.6666666666666666,0.888888888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,6,24,29,32,11,2,0,1,0,0,0,0,0,0,6.42254,410.44
1628,5e5ec7f5aa1573695a05c0e2,mp-770729,Li2AlFeO4,300,1.38513841,-2.4953412740625005,64,26.44173465,338.5411015948119,1.175,0.11562499999999998,1.965,0.822525,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,8,23,17,2,0,0,0,0,0,1,0,0,0,0,1.6428,45.9693
1629,5e5ec7f5aa1573695a05c0e3,mp-558804,CsGeB3O7,300,-0.31565341,-2.6658962193714095,48,58.088962975,2453.9941970148825,1.3250000000000002,0.5956250000000001,2.07,0.8799499999999999,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,8,25,36,22,8,1,0,0,0,1,0,0,0,0,7.97197,1000.21
1630,5e5ec7f5aa1573695a05c0e4,mp-556169,YSeO3F,300,1.54473053,-2.8170319797556247,24,50.7159133,1116.8591103299505,1.0125,0.26796875000000003,2.7975,1.09021875,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,8,29,36,15,2,0,0,0,0,0,0,1,0,0,6.15117,318.405
1631,5e5ec7f5aa1573695a05c0e5,mp-975206,RbSbO3,300,3.54430476,-1.8113113473189664,5,74.40906666666666,1925.3652101955556,1.4666666666666668,0.5105555555555557,2.1033333333333335,1.145488888888889,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,6,22,36,26,6,0,0,0,0,0,1,0,0,0,12.7091,179399000.0
1632,5e5ec7f5aa1573695a05c0e6,mp-690518,Na(CoO2)3,300,2.42250433,-1.2514253296999995,10,32.640788093333335,353.78954091799443,1.25,0.24500000000000002,2.0833333333333335,1.0706888888888886,1.3333333333333333,0.888888888888889,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,6,22,16,2,0,0,0,0,1,0,0,0,0,0,12.727,27906700.0
1636,5e5ec7f6aa1573695a05c0ea,mp-715035,VO2,300,2.59055109,-2.4356913879166675,48,33.47045,305.23758810249996,0.9750000000000001,0.14062500000000006,2.535,0.8190250000000001,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,14,11,2,0,0,0,0,0,1,0,0,0,0,2.77115,106.181
1637,5e5ec7f6aa1573695a05c0eb,mp-669391,Ca4Zn2Cu3P5,300,5.59849581,-0.8052605443367342,28,50.0016905,220.34380050037078,1.375,0.080625,1.685,0.19292499999999996,0.5,0.75,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,8,32,49,5,0,0,0,0,0,0,0,0,0,1,18.7807,4056720.0
1638,5e5ec7f6aa1573695a05c0ec,mp-770669,Li24Mn11CrO36,300,1.86690211,-2.19315007271611,72,32.46863625,452.27303131319223,1.2125,0.12546875,1.9074999999999998,0.84946875,0.5,0.75,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,8,23,26,3,0,0,0,0,0,0,0,1,0,0,0.541837,6.14417
1639,5e5ec7f6aa1573695a05c0ed,mp-34381,H4IN,300,-0.5801263,-0.6148043861433331,6,47.30637000000001,3196.0900553945994,0.7666666666666666,0.2272222222222222,2.6333333333333333,0.11795555555555552,0.3333333333333333,0.22222222222222224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,5,13,18,18,7,0,0,0,0,1,0,0,0,0,10.0512,1502.11
1640,5e5ec7f6aa1573695a05c0ee,mp-28562,RbAsSe2,300,0.60374848,-0.6132938406330819,32,79.78313333333334,18.87582998222222,1.55,0.3200000000000001,1.8500000000000003,0.5532666666666666,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,6,24,54,19,1,0,0,0,0,0,0,1,0,0,8.06122,499.82
1641,5e5ec7f6aa1573695a05c0ef,mp-29849,Ag3SnP7,300,5.17809658,-0.05259383409090968,22,85.850654,1525.3274089964987,1.3499999999999999,0.06500000000000002,2.026666666666667,0.013488888888888889,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,6,24,41,36,5,0,0,0,0,0,0,1,0,0,14.8472,1563.41
1642,5e5ec7f6aa1573695a05c0f0,mp-1443,Sn3F8,300,0.936581,-2.728174885865455,22,68.8542016,2485.600634101442,0.975,0.225625,2.9699999999999998,1.0201,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,15,18,18,4,0,0,0,0,0,0,1,0,0,10.314,604.809
1643,5e5ec7f6aa1573695a05c0f1,mp-754698,NbO2,300,3.95149148,-2.8181521358333335,12,54.45289,1478.6708931801,1.025,0.18062499999999998,2.52,0.8463999999999998,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,14,18,12,1,0,0,0,0,0,0,1,0,0,2.79805,119222000.0
1644,5e5ec7f7aa1573695a05c0f2,mp-605027,Mg5Pd2,300,3.81593959,-0.32292390357142864,28,65.3625,1685.71830625,1.45,0.0025000000000000044,1.7550000000000001,0.19802500000000006,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,16,20,18,0,0,0,0,0,0,0,0,0,1,14.9453,749222000.0
1646,5e5ec7f7aa1573695a05c0f4,mp-36194,Ba2TiO4,300,1.36320355,-3.25588190452381,7,67.06446666666666,2637.6691168355555,1.3833333333333335,0.40055555555555555,1.9566666666666668,1.1705555555555553,0.6666666666666666,0.888888888888889,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,6,22,28,20,8,2,0,1,0,0,0,0,0,0,10.7564,573.898
1647,5e5ec7f7aa1573695a05c0f5,mp-4142,MnSbPd,300,5.8414492,-0.09168589666666686,3,94.37268166666667,816.7645511826722,1.4166666666666667,0.0005555555555555566,1.9333333333333333,0.07722222222222223,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,6,24,49,38,5,0,0,0,0,0,1,0,0,0,84.3064,321909000.0
1649,5e5ec7f7aa1573695a05c0f7,mp-626994,Ba(HO)2,300,-0.07945035,-2.105564321198,40,51.44478,3725.335168219466,1.0,0.6816666666666666,2.1766666666666667,1.084022222222222,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,5,14,18,18,8,2,0,0,0,0,0,1,0,0,9.49364,1172.84
1650,5e5ec7f7aa1573695a05c0f8,mp-755084,Na6MgO4,300,0.92930764,-1.716333649727273,22,21.098056426666666,13.28645398639994,1.3,0.26,1.8933333333333333,1.2201555555555554,1.3333333333333333,0.888888888888889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,6,22,3,0,0,0,0,1,0,0,0,0,0,0,10.4455,1467.43
1651,5e5ec7f7aa1573695a05c0f9,mp-974467,Ru3Cl,300,8.04721896,0.808383949185,4,68.2615,1076.3976722499997,1.15,0.022500000000000006,2.68,0.2304,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,16,25,15,1,0,0,1,0,0,0,0,0,0,18.1902,899310000.0
1656,5e5ec7f8aa1573695a05c0fe,mp-19134,CaCrP2O7,300,3.37550715,-2.8899995191396104,22,34.7618155,172.91499114462073,1.2,0.2,2.0725,0.80106875,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,8,30,26,3,0,0,0,0,0,0,0,0,1,0,3.08359,134.597
1657,5e5ec7f8aa1573695a05c0ff,mp-27485,Tc2O7,300,-2.28098368,-1.8231971462500012,36,56.9997,1681.02460009,0.9750000000000001,0.14062500000000006,2.67,0.5929,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,14,18,13,2,0,0,0,0,1,0,0,0,0,2.22239,57.5745
1658,5e5ec7f8aa1573695a05c100,mp-557950,TiZn(BiO3)2,300,4.02079256,-2.2144291154166664,10,84.56395,5473.5321990275,1.2375,0.14421875000000003,2.1625,0.57561875,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,8,30,46,36,18,5,0,1,0,0,0,0,0,0,10.0037,1486.77
1666,5e5ec7f9aa1573695a05c108,mp-778446,Cr2(PS4)3,300,0.6089303,-0.7322101539810918,68,38.344954,93.375360285432,1.1333333333333333,0.03555555555555554,2.143333333333333,0.14215555555555562,0.6666666666666666,0.888888888888889,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,6,24,24,1,0,0,0,0,0,0,0,1,0,0,1.58992,8765270.0
1668,5e5ec7f9aa1573695a05c10a,mp-23339,NaBrO3,300,-0.18987787,-1.0163308626500005,20,39.63105642666667,819.0992024755732,1.1833333333333333,0.2405555555555556,2.4433333333333334,1.1834888888888886,1.3333333333333333,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,6,22,19,7,0,0,0,0,0,0,1,0,0,0,3.30683,130.832
1675,5e5ec7faaa1573695a05c111,mp-684736,TiH12N3F7,300,-2.27000955,-1.2383272374163758,23,20.470010799999997,293.32680811872586,0.7,0.18374999999999997,2.69,0.8372999999999999,1.25,0.6875,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,7,20,10,2,0,0,0,0,0,0,0,0,1,0,0.0549038,0.324485
1678,5e5ec7fbaa1573695a05c114,mp-763941,Mn6OF11,300,0.8788837,-2.8594017157000002,18,29.978616066666664,312.98554970466034,0.8333333333333334,0.16222222222222218,2.99,1.0854,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,6,21,13,2,0,0,0,0,0,1,0,0,0,0,9.12498,34410300.0
1680,5e5ec7fbaa1573695a05c116,mp-28597,Na5InTe4,300,1.90942934,-0.7973972482083337,80,88.46925642666667,2171.011539161909,1.5833333333333333,0.02722222222222224,1.6033333333333335,0.2437555555555556,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,6,24,37,36,9,0,0,0,0,1,0,0,0,0,11.9724,1554.15
1682,5e5ec7fbaa1573695a05c118,mp-554793,YH7C4O11,300,-1.1297197,-1.7732566557213045,92,29.4809725,1207.248215983269,0.8374999999999999,0.33671875,2.3525000000000005,0.63186875,0.25,0.1875,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,7,18,18,9,2,0,0,1,0,0,0,0,0,0,2.40752,49.5924
1684,5e5ec7fcaa1573695a05c11a,mp-764154,LiCo2OF3,300,1.24717202,-2.23560616176,14,25.21799955,398.6072683006485,0.9750000000000001,0.183125,2.5700000000000003,1.4373,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,8,22,15,2,0,0,0,0,1,0,0,0,0,0,0.0626701,0.463928
1687,5e5ec7fcaa1573695a05c11d,mp-28667,Ta(NiTe)2,300,6.79733673,-0.3680535115000005,20,122.41375999999998,2504.4748560138664,1.3999999999999997,0.0016666666666666624,1.8366666666666667,0.06268888888888889,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,6,24,52,52,17,2,0,0,0,1,0,0,0,0,25.8293,354911000.0
1688,5e5ec7fcaa1573695a05c11e,mp-752840,Na6SbO5,300,4.41401327,-1.6729067138125,24,53.583056426666666,2332.1920279458673,1.2833333333333332,0.2538888888888889,2.14,1.0540666666666665,1.3333333333333333,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,6,22,19,18,5,0,0,0,0,1,0,0,0,0,10.5075,154820000.0
