,id,identifier,formula,temperature,energy,volume,⟨S²σ⟩p,⟨S²σ⟩n,κₑᵉ
15008,5e5ef3d9c19e06e586d6864e,mp-11754,Sc6Te2Os,300,-61.93805811,201.70372507018467,61130.2,61.1128,142217000.0
15009,5e5ef3dac19e06e586d6864f,mp-7979,K2PdF6,300,-37.54092123,142.09784306143615,2265.12,3.59808,138.279
15010,5e5ef3dac19e06e586d68650,mp-21533,CuP2PbO7,300,-292.26206119,581.3028894519563,937.17,1.15051,53.0188
15011,5e5ef3dac19e06e586d68651,mp-28447,Mg(BiO3)2,300,-100.53783062,241.63742182167306,965.976,0.966331,11674100.0
15012,5e5ef3dac19e06e586d68652,mp-21723,SiPbO3,300,-418.74674111,938.4495407438118,3555.05,9.10713,437.138
15016,5e5ef3dbc19e06e586d68656,mp-28473,CClF3,300,-47.38347357,180.84827845362756,463.521,5.07799,339.273
15018,5e5ef3dbc19e06e586d68658,mp-849219,V3(O2F)2,300,-132.01976121,199.9957571545826,9414.87,4.82164,220.435
15019,5e5ef3dbc19e06e586d68659,mp-560562,Rb2CrF6,300,-44.32143819,165.9896861281401,14057.6,14.0551,1439020.0
15020,5e5ef3dbc19e06e586d6865a,mp-754929,Ga3NO3,300,-168.74232773,374.5982445195603,507.383,11.1514,2362.82
15021,5e5ef3dbc19e06e586d6865b,mp-971933,YZr,300,-14.78474264,54.84033265710724,60750.4,60.7441,625701000.0
15022,5e5ef3dbc19e06e586d6865c,mp-780237,Li3Cu3(PO4)2,300,-192.06911447,344.2629314626255,376.214,8.23096,823.621
15023,5e5ef3dbc19e06e586d6865d,mp-770735,ZnCrO4,300,-143.54972587,306.34730170284837,5455.07,3.68439,164.259
15024,5e5ef3dcc19e06e586d6865e,mp-555825,Na4Sc2Si4O13,300,-670.54533548,1119.8402020044396,346.609,8.8696,418.311
15025,5e5ef3dcc19e06e586d6865f,mp-29792,CaNb2O4,300,-241.66114953,363.1905877323269,14757.4,8.30984,513.632
15026,5e5ef3dcc19e06e586d68660,mp-19397,Ba2Na(NiO2)3,300,-121.76514836,346.5304825129555,11160.2,11.161,10576900.0
15027,5e5ef3dcc19e06e586d68661,mp-972925,ScZn2Au,300,-13.95594261,66.78190203200752,5207.22,5.20697,1063730000.0
15028,5e5ef3dcc19e06e586d68662,mp-7169,TmPPt,300,-19.93192265,55.954204498081324,9669.52,9.66938,912105000.0
15029,5e5ef3dcc19e06e586d68663,mp-22908,BiCl3,300,-52.62137921,501.0376203246132,1575.38,7.90228,603.482
15030,5e5ef3dcc19e06e586d68664,mp-973353,SbPt3,300,-22.75207725,69.14143465463184,7545.85,7.54607,2456800000.0
15031,5e5ef3dcc19e06e586d68665,mp-560904,CdHg2SO6,300,-90.09957928,313.64656263148913,1752.51,9.48563,1112.67
15033,5e5ef3ddc19e06e586d68667,mp-7225,CeAl2Pt3,300,-37.76931714,108.72894929231111,703084.0,702.982,373536000.0
15034,5e5ef3ddc19e06e586d68668,mp-770518,Li4Ti3Mn3(CoO8)2,300,-199.81991245,291.5818513540728,979.345,5.78677,445.316
15036,5e5ef3ddc19e06e586d6866a,mp-7337,NdAl3(BO3)4,300,-158.52231239,189.01210756151391,836.508,5.21869,251.971
15037,5e5ef3ddc19e06e586d6866b,mp-1901,NaO2,300,-27.22448149,83.38288352318085,10111.6,10.1098,131203000.0
15039,5e5ef3dec19e06e586d6866d,mp-18961,ScCrO3,300,-169.28005573,208.49571678011537,3673.66,4.87873,211.081
15040,5e5ef3dec19e06e586d6866e,mp-768633,Sr2LaCl7,300,-90.98292166,667.753504365516,2491.39,0.0335276,0.36612
15042,5e5ef3dec19e06e586d68670,mp-769289,Y2Hg2O5,300,-225.67508744,568.3799246184599,1256.07,9.20597,1568.97
15044,5e5ef3dec19e06e586d68672,mp-569261,Pr7CoI12,300,-83.74401607,843.1986664174383,11680.3,11.6524,549453.0
15045,5e5ef3dec19e06e586d68673,mp-12637,mp-12637,300,-76.04696502,166.358683801037,4896.99,17.7924,1216.08
15046,5e5ef3dec19e06e586d68674,mp-37297,U2PS,300,-73.73646199,167.3078785426545,4794.69,4.79451,321833000.0
15047,5e5ef3dfc19e06e586d68675,mp-568511,Ca7(B7Rh10)2,300,-280.12009077,553.9673735214521,12169.8,12.1681,342377000.0
15048,5e5ef3dfc19e06e586d68676,mp-982662,Eu2MgSi2O7,300,-205.95936775,339.3389748476151,17886.1,18.0148,1202840.0
15049,5e5ef3dfc19e06e586d68677,mp-3595,ZnSiAs2,300,-33.57626036,178.36815311751553,1595.75,8.84025,2566.98
15050,5e5ef3dfc19e06e586d68678,mp-677482,LaAl2Si5N9O,300,-569.13439364,848.3816467047503,1713.68,2.19175,57.7019
15051,5e5ef3dfc19e06e586d68679,mp-752575,BaSrI4,300,-79.14969908,1243.9080386717872,6057.24,5.8537,421.399
15052,5e5ef3dfc19e06e586d6867a,mp-17869,NaCuF3,300,-84.87320028,245.82887805159788,16199.4,16.3736,101924.0
15053,5e5ef3dfc19e06e586d6867b,mp-775349,Li2Cr(Si2O5)3,300,-718.44025603,1236.3732523142567,608.721,0.309554,3.06907
15054,5e5ef3e0c19e06e586d6867c,mp-674310,Cr4Cu3Se8,300,-84.97807479,296.99740762522583,7181.16,7.17985,94588400.0
15055,5e5ef3e0c19e06e586d6867d,mp-510007,KPuP2S7,300,-246.03334026,1106.18043832829,2495.44,2.49903,491366.0
15056,5e5ef3e0c19e06e586d6867e,mp-685928,Rb5Tc3S7,300,-156.83730583,900.0118299134051,1218.23,0.001856,0.000240536
15057,5e5ef3e0c19e06e586d6867f,mp-17719,La3SiAgS7,300,-142.5590039,556.6065317174003,3770.95,6.90725,443.844
15058,5e5ef3e0c19e06e586d68680,mp-707961,KB3(H3O4)2,300,-416.08136222,933.3271835489875,104.463,0.701513,2.6224
15059,5e5ef3e0c19e06e586d68681,mp-754354,Ba4OF6,300,-127.21627516,489.18710823726445,155.795,8.94823,934.706
15060,5e5ef3e0c19e06e586d68682,mp-27315,CaTiF6,300,-50.37786582,144.54865182388772,3208.58,2.4719,13.2446
15064,5e5ef3e1c19e06e586d68686,mp-642157,V2Cu3Pb(ClO4)2,300,-184.58834734,534.5427405985419,21144.7,21.1309,13162600.0
15065,5e5ef3e1c19e06e586d68687,mp-684609,HCl,300,-6.14559102,53.06999403105957,1162.56,8.56914,816.709
15066,5e5ef3e1c19e06e586d68688,mp-684898,Cu18S11,300,-121.49303831,450.9666201207075,20606.8,20.6037,188239000.0
15067,5e5ef3e1c19e06e586d68689,mp-778554,Li2MnF4,300,-76.91144097,165.85420598525607,575.102,6.05728,916.575
15069,5e5ef3e1c19e06e586d6868b,mp-556812,SiO2,300,-411.85716594,625.5040547428292,2539.95,9.01675,1227.2
15070,5e5ef3e2c19e06e586d6868c,mp-19296,SrVSi2O7,300,-168.37955031,284.4169394545817,1759.22,2.37667,103.811
15071,5e5ef3e2c19e06e586d6868d,mp-18807,V2Zn2O7,300,-70.61809042,144.36001508355042,7248.08,6.02831,262.397
15072,5e5ef3e2c19e06e586d6868e,mp-3032,RbBF4,300,-133.222351,392.97642477487636,73.3265,8.62569,887.151
15073,5e5ef3e2c19e06e586d6868f,mp-677613,Ba3Si3N5ClO,300,-180.21371516,441.5027874569391,4703.17,8.33817,941.125
15074,5e5ef3e2c19e06e586d68690,mp-541989,Na2CN2,300,-30.81173991,66.16653954268978,1588.2,8.11945,776.12
15075,5e5ef3e2c19e06e586d68691,mp-560023,NiSnF6,300,-36.80408983,110.41166982132677,733.956,6.69008,855.946
15076,5e5ef3e2c19e06e586d68692,mp-1973,NbGa3,300,-20.4127856,64.65110573733061,37886.6,37.9058,175806000.0
15077,5e5ef3e3c19e06e586d68693,mp-764005,Li4TiV3O8,300,-113.48753991,152.04860840118303,3187.61,3.19575,5384570.0
15078,5e5ef3e3c19e06e586d68694,mp-703542,CdH8(NO5)2,300,-222.81201737,428.28369424260825,418.755,0.629008,17.9748
15079,5e5ef3e3c19e06e586d68695,mp-972877,Sc2AlIr,300,-28.19307282,71.94214500915889,112613.0,112.579,487981000.0
15080,5e5ef3e3c19e06e586d68696,mp-850964,Li3CrO4,300,-94.23263682,151.6860021340166,2467.25,3.02636,165.824
15081,5e5ef3e3c19e06e586d68697,mp-631464,KBePt,300,-8.69825305,69.20125315304828,8879.47,8.879,780483000.0
15082,5e5ef3e3c19e06e586d68698,mp-31462,Er5BiPt2,300,-92.62262737,412.1024988172838,6052.93,6.05351,161635000.0
15083,5e5ef3e3c19e06e586d68699,mp-510328,NaCu5C6,300,-281.77472531,578.6660046039302,5195.05,9.0893,597.251
15084,5e5ef3e4c19e06e586d6869a,mp-14715,Pr2Au5F21,300,-474.96888249,1883.7943796588754,89.2008,1.69147,74.5444
15085,5e5ef3e4c19e06e586d6869b,mp-34140,Zn(FeO2)2,300,-256.58314733,473.0012082594433,1378.36,1.94271,112.068
15086,5e5ef3e4c19e06e586d6869c,mp-30373,RbAu,300,-4.79959619,74.1955197898007,23034.5,20.2124,1456.96
15087,5e5ef3e4c19e06e586d6869d,mp-18651,Sr3DyRhO6,300,-149.61552649,322.14178852106886,3235.74,2.90932,126.226
15090,5e5ef3e4c19e06e586d686a0,mp-686617,Nd10Si10N17ClO9,300,-765.01620557,1384.0650815518684,475.122,6.8095,622.622
15091,5e5ef3e5c19e06e586d686a1,mp-557619,Bi14Te13S8,300,-138.03814735,1167.658497647666,2475.77,12.1963,2726.98
15093,5e5ef3e5c19e06e586d686a3,mp-12450,LiNd2OsO6,300,-152.85744741,250.14087252366798,4360.67,3.91684,248.397
15094,5e5ef3e5c19e06e586d686a4,mp-684639,UO3,300,-184.67833745,346.79984460190866,19453.7,19.4506,31542400.0
15095,5e5ef3e5c19e06e586d686a5,mp-630403,Ca2MnGaO5,300,-241.07431319,456.80149122780085,9795.57,9.78547,105617000.0
15097,5e5ef3e5c19e06e586d686a7,mp-27452,Al2PdCl8,300,-81.86961494,701.8646278049395,256.76,0.315864,1.20961
15098,5e5ef3e5c19e06e586d686a8,mp-643002,Mg2H6Os,300,-37.70345207,74.52951141415987,2033.79,14.3063,647.6
15100,5e5ef40e1a2cb8308b080ae7,mp-744,HoP,300,-13.2164925,44.859319964869286,69.9367,0.0699348,302048000.0
15103,5e5ef40e1a2cb8308b080aea,mp-39483,SrLaTiMnO6,300,-160.08771804,246.8531723163156,4671.85,6.38937,25856.1
15104,5e5ef40f1a2cb8308b080aeb,mp-530571,Na4Sn3O8,300,-329.58629522,818.4285455794868,202.629,10.5898,1302.6
15105,5e5ef40f1a2cb8308b080aec,mp-31039,Rb6Te2O9,300,-161.77078464,746.5145919893353,230.877,6.8217,662.275
15106,5e5ef40f1a2cb8308b080aed,mp-698366,ZnH10C4(N2O3)2,300,-1221.54585519,1928.2498219653962,3739.73,0.769192,43.1549
15107,5e5ef40f1a2cb8308b080aee,mp-972051,YbGa2Pd,300,-31.59028819,150.64491072366587,4547.81,4.54807,1129430000.0
15108,5e5ef40f1a2cb8308b080aef,mp-555508,Ca11Si4SO18,300,-238.5971214,493.9389296786273,2961.57,9.2882,1180.07
15109,5e5ef40f1a2cb8308b080af0,mp-21099,K2Pb(SO4)2,300,-75.8377632,191.93443381862951,2755.45,9.10001,465.199
15110,5e5ef40f1a2cb8308b080af1,mp-30993,LaIO,300,-39.69634,169.19266740190398,8221.84,6.93887,457.16
15111,5e5ef40f1a2cb8308b080af2,mp-762034,Li2Co2P2O9,300,-96.20784293,223.71751923547401,2116.27,1.53423,55.1946
15112,5e5ef4101a2cb8308b080af3,mp-775264,Li4Ti2Co3O10,300,-252.09057776,354.81138461279477,3804.29,1.38299,69.6967
15113,5e5ef4101a2cb8308b080af4,mp-29344,LiGaCl3,300,-137.64440483,942.5865409814081,3788.15,3.52187,167.52
15114,5e5ef4101a2cb8308b080af5,mp-33508,TaGaO4,300,-196.18968277,264.63938444912395,2168.23,6.55856,276.25
15115,5e5ef4101a2cb8308b080af6,mp-438,Nd2S3,300,-128.9677428,478.1515207303727,5424.85,10.4184,1169.55
15117,5e5ef4101a2cb8308b080af8,mp-558571,Sc2Te5O13,300,-252.53338947,593.4052428444769,3195.36,4.42865,321.962
15118,5e5ef4101a2cb8308b080af9,mp-675489,Ba3(Ge2C)2,300,-87.45648004,603.0388718367439,15269.4,6.51712,491.965
15119,5e5ef4111a2cb8308b080afa,mp-28349,H2NO2,300,-218.43084891,371.2509622817029,983.417,1.30837,20.7321
15120,5e5ef4111a2cb8308b080afb,mp-23307,NbCl5,300,-160.35618487,1196.708523494025,892.227,0.434763,6.62104
15121,5e5ef4111a2cb8308b080afc,mp-23179,NiBi3,300,-70.10524234,427.8481151679647,21184.8,21.1806,446227000.0
15123,5e5ef4111a2cb8308b080afe,mp-3466,PrAlO3,300,-79.20562991,109.93867886272484,4425.77,9.48201,510.917
15124,5e5ef4111a2cb8308b080aff,mp-557903,Lu2Ru2O7,300,-172.1978221,256.81272709926185,16288.6,16.2865,114771000.0
15125,5e5ef4111a2cb8308b080b00,mp-762326,Li2CuF5,300,-69.4478968,176.6546633450635,1655.06,0.587363,28.6929
15126,5e5ef4121a2cb8308b080b01,mp-676975,Ba3Na7Ti3Nb7O30,300,-387.35052291,649.0933786495981,2599.54,10.8822,963.406
15127,5e5ef4121a2cb8308b080b02,mp-504884,Cu3AsS3,300,-122.05375521,494.82474442687425,8410.48,8.40972,85998800.0
15129,5e5ef4121a2cb8308b080b04,mp-767632,VPO4,300,-183.82789221,275.5613735358223,1050.69,1.74995,59.487
15131,5e5ef4121a2cb8308b080b06,mp-541830,UCo5Si3,300,-406.52504052,687.2348422801524,3851.1,3.85126,31860300.0
15133,5e5ef4121a2cb8308b080b08,mp-695514,NaSr2NdTi4O12,300,-484.8028813,716.771969144475,1930.81,11.6385,927.569
15134,5e5ef4131a2cb8308b080b09,mp-772823,Y2HfO5,300,-304.25143962,449.4446122502569,2104.13,7.71004,708.507
15135,5e5ef4131a2cb8308b080b0a,mp-755898,Er3TaO7,300,-196.14754376,291.9631222861607,6383.14,6.59492,523.513
15136,5e5ef4131a2cb8308b080b0b,mp-30673,Ti2Ga3,300,-54.3325411,158.64143537139375,6667.32,6.66687,552784000.0
15137,5e5ef4131a2cb8308b080b0c,mp-755867,Lu2Sb2O7,300,-155.5531992,301.25962522091527,2237.44,8.20238,798.427
15138,5e5ef4131a2cb8308b080b0d,mp-767417,K2AlPCO7,300,-163.00149048,347.55291232050115,322.422,8.64038,926.034
15139,5e5ef4131a2cb8308b080b0e,mp-556477,Lu2O3,300,-126.4812612,193.36044233444827,2853.68,9.18358,684.926
15141,5e5ef4141a2cb8308b080b10,mp-769459,Na5Ni2P2(CO7)2,300,-310.7289905,613.6935461268936,65661.5,65.8658,3163610.0
15142,5e5ef4141a2cb8308b080b11,mp-5598,Sm2SO2,300,-39.10804679,90.00610146198228,5535.6,10.3522,830.228
15143,5e5ef4141a2cb8308b080b12,mp-30974,CsWCl6,300,-68.72789011,514.564213763574,6845.49,6.84791,12613000.0
15144,5e5ef4141a2cb8308b080b13,mp-770687,LiCr2O5,300,-216.7725046,403.0068055452513,38793.6,38.824,17203300.0
15145,5e5ef4141a2cb8308b080b14,mp-755177,EuSeO3,300,-75.59757692,155.0590589455004,56836.2,57.1005,1521090.0
15146,5e5ef4141a2cb8308b080b15,mp-1767,Tm2O3,300,-337.56928121,574.7412586993883,1040.9,9.36219,1185.38
15147,5e5ef4141a2cb8308b080b16,mp-773516,Li3NiO3,300,-134.11253934,274.6302074427457,1202.79,5.86822,427.682
15148,5e5ef4141a2cb8308b080b17,mp-568803,Mg(B6C)2,300,-205.44022835,218.87059345964047,7883.93,13.4622,1071.7
15149,5e5ef4151a2cb8308b080b18,mp-39540,CrSiH12(OF)6,300,-136.14914974,255.39210237320808,1.12974,0.00112976,11022.3
15150,5e5ef4151a2cb8308b080b19,mp-505045,Na5(InTe3)2,300,-160.2331279,1690.9994502111701,3584.84,12.1576,2245.72
15151,5e5ef4151a2cb8308b080b1a,mp-755420,SrSm2O4,300,-106.56127843,228.24265966716231,2440.85,8.18811,693.443
15153,5e5ef4151a2cb8308b080b1c,mp-556974,BaB4O7,300,-377.50505054,439.4195486832121,2249.2,5.38874,280.77
15154,5e5ef4151a2cb8308b080b1d,mp-6419,CaSi2(BO4)2,300,-407.25574066,564.0572017098507,292.873,8.94698,922.269
15155,5e5ef4151a2cb8308b080b1e,mp-556719,K2Ti(SiO3)3,300,-223.80738024,448.3317469105159,2131.34,0.41982,4.5089
15156,5e5ef4161a2cb8308b080b1f,mp-974938,Rb3Li,300,-4.26297777,280.47566191760694,1273.7,1.2738,334317000.0
15157,5e5ef4161a2cb8308b080b20,mp-707176,NaCa2Al2P2H5O11F4,300,-338.54045632,550.9795329441135,645.508,8.79676,1123.33
15158,5e5ef4161a2cb8308b080b21,mp-626721,RbHO,300,-26.32806023,103.43664527405537,1194.12,9.62024,1286.41
15159,5e5ef4161a2cb8308b080b22,mp-557057,NbO2,300,-218.5443248,292.3709208850311,23380.3,27.8881,2163.74
15160,5e5ef4161a2cb8308b080b23,mp-5170,NdCoSi2,300,-51.45645781,138.4803360008495,6295.45,6.29572,862671000.0
15161,5e5ef4161a2cb8308b080b24,mp-776011,Cr2Fe3Ni(PO4)6,300,-254.57786135,435.86885993530836,75185.6,75.1237,10458600.0
15162,5e5ef4161a2cb8308b080b25,mp-770579,LaMgI5,300,-91.53524556,1619.9391167062213,1557.17,0.0578042,1.22399
15163,5e5ef4161a2cb8308b080b26,mp-6066,NaTaGeO5,300,-121.90574019,214.33680797274744,1017.64,7.73488,820.632
15164,5e5ef4171a2cb8308b080b27,mp-23045,BNCl2,300,-62.76829504,268.54557588022124,1927.54,9.76587,526.753
15165,5e5ef4171a2cb8308b080b28,mp-574928,CsPH3O3F,300,-192.77197539,532.4654978114647,500.17,6.86201,314.416
15166,5e5ef4171a2cb8308b080b29,mp-754403,ZrO2,300,-56.93154692,89.02004203113725,2659.8,9.34905,828.505
15168,5e5ef4171a2cb8308b080b2b,mp-8414,K2HfF6,300,-54.15135544,168.0502251616101,566.258,8.73765,896.813
15169,5e5ef4171a2cb8308b080b2c,mp-866658,H16RhN5(Cl2O)3,300,-147.15493996,350.78638726844923,1254.76,6.39353,262.612
15170,5e5ef4171a2cb8308b080b2d,mp-556666,CaBiCO4F,300,-215.01855865,405.3906329947979,528.55,11.0867,899.192
15172,5e5ef4181a2cb8308b080b2f,mp-558489,Ca6Hf19O44,300,-1317.66475259,1709.6000529023304,1314.32,6.19907,364.858
15173,5e5ef4181a2cb8308b080b30,mp-677135,Li2CoCl4,300,-79.91863782,261.95249234632234,29964.1,29.9641,115369000.0
15174,5e5ef4181a2cb8308b080b31,mp-10025,SiRu2,300,-100.7452532,160.26939533377873,9841.69,9.84113,514006000.0
15175,5e5ef4181a2cb8308b080b32,mp-21835,Cs2In2Sb3,300,-177.57320742,2320.691623320238,3998.22,11.5604,2976.14
15176,5e5ef4181a2cb8308b080b33,mp-29062,ThZr2F12,300,-209.09385327,426.28404292473874,605.719,2.83903,146.472
15178,5e5ef4191a2cb8308b080b35,mp-8124,YbCuSi,300,-24.80381831,116.45131850854338,21980.2,21.9786,1062030000.0
15180,5e5ef4191a2cb8308b080b37,mp-16831,CaTi4(PO4)6,300,-276.77174732,467.67966759900867,1075.38,0.51384,11.6327
15182,5e5ef4191a2cb8308b080b39,mp-13870,TaSe2,300,-42.50480461,143.78212900764552,7622.51,7.62655,478008000.0
15183,5e5ef4191a2cb8308b080b3a,mp-15634,Cs2NaTiF6,300,-105.34166968,369.60837281470793,1298.19,1.29877,651732.0
15184,5e5ef4191a2cb8308b080b3b,mp-22868,BiRh,300,-21.95512822,84.1127425773964,16335.6,16.3363,622077000.0
15185,5e5ef4191a2cb8308b080b3c,mp-568753,TcBr3,300,-67.22995978,523.1156294766088,20587.7,21.239,12053.7
15186,5e5ef41a1a2cb8308b080b3d,mp-974523,NdErTl2,300,-15.44039388,113.61773198470223,9914.05,9.91476,711321000.0
15187,5e5ef41a1a2cb8308b080b3e,mp-549728,DyZnPO,300,-47.52725937,133.39874366107261,17516.7,15.1628,1641.99
15188,5e5ef41a1a2cb8308b080b3f,mp-561370,S,300,-360.71552444,2982.645532311375,898.866,2.50376,120.957
15189,5e5ef41a1a2cb8308b080b40,mp-14542,Y3FeB7,300,-162.15578471,250.65077397145984,11641.8,11.6434,141744000.0
15190,5e5ef41a1a2cb8308b080b41,mp-33723,BiTeBr,300,-10.17876557,113.71956305822705,2963.18,13.2361,1577.55
15192,5e5ef41a1a2cb8308b080b43,mp-570480,TcBr4,300,-151.17243263,1415.4455148812613,2460.1,3.20657,273.276
15194,5e5ef41b1a2cb8308b080b45,mp-574338,CsGa3,300,-31.59190402,324.8095526702169,3672.02,3.94264,476784.0
15195,5e5ef41b1a2cb8308b080b46,mp-24528,CrH8C4(S2N3)2,300,-143.60505543,312.8735871591266,2424.49,1.57082,85.9755
15196,5e5ef41b1a2cb8308b080b47,mp-556287,NaBi2Sb3O11,300,-402.88711478,897.3469213216786,716.394,4.97871,248.89
15197,5e5ef41b1a2cb8308b080b48,mp-770693,Li3MnAl2O6,300,-314.57242566,488.64315452395397,1654.96,3.22143,126.473
15199,5e5ef41b1a2cb8308b080b4a,mp-570693,SbSe3N2Cl7,300,-92.72357376,787.7602329970739,1145.02,0.300862,7.02312
15200,5e5ef41b1a2cb8308b080b4b,mp-941221,Li(BH)5,300,-331.13674592,641.486458059957,422.237,2.23165,111.719
15201,5e5ef41c1a2cb8308b080b4c,mp-555073,La3As2ClO7,300,-380.61341751,968.1170687853471,6105.18,6.22487,368.696
15202,5e5ef41c1a2cb8308b080b4d,mp-760172,Na7Ti16O32,300,-445.71237009,653.9253436468596,14350.5,14.3522,143453000.0
15203,5e5ef41c1a2cb8308b080b4e,mp-10675,Ti3AlN,300,-40.49371482,70.43978027591318,138903.0,138.872,160173000.0
15205,5e5ef41c1a2cb8308b080b50,mp-8911,CuAgS,300,-22.76489484,114.11026856968502,10902.1,11.3228,1364.77
15206,5e5ef41c1a2cb8308b080b51,mp-37990,AlPO4,300,-224.16459257,665.0391148902966,9.49216,8.08865,847.373
15207,5e5ef41c1a2cb8308b080b52,mp-4574,YbTaO4,300,-99.35188548,155.3860041515823,44062.2,44.055,142283000.0
15210,5e5ef41d1a2cb8308b080b55,mp-775155,Li4FeOF5,300,-167.82938152,332.0899438648743,521.664,0.101477,1.73226
15211,5e5ef41d1a2cb8308b080b56,mp-554581,KSmP2S7,300,-222.04762221,1120.9113546211245,3390.92,3.97522,288.941
15212,5e5ef41d1a2cb8308b080b57,mp-600219,MnH12C2(NCl2)2,300,-413.12960047,1035.354916926402,9456.84,4.2006,246.01
15213,5e5ef41d1a2cb8308b080b58,mp-695648,KNa6Al7Si9O32,300,-387.24597472,761.2572019397611,71.7313,1.02825,42.1474
15214,5e5ef41e1a2cb8308b080b59,mp-569151,MnGaPt,300,-39.23696433,90.98171357586853,36635.2,36.6349,231716000.0
15215,5e5ef41e1a2cb8308b080b5a,mp-17862,Ag3Ge5P6,300,-128.99714196,569.5017987400159,5892.68,28.3471,3711.46
15216,5e5ef41e1a2cb8308b080b5b,mp-782668,Li4VP2(O4F)2,300,-439.86046099,748.5812576000598,81.8623,0.0892001,1.62852
15217,5e5ef41f1a2cb8308b080b5c,mp-976355,Lu3Si,300,-19.89405669,95.50805986948576,14947.7,14.9488,654293000.0
15218,5e5ef41f1a2cb8308b080b5d,mp-9126,Sr(SbO3)2,300,-56.97986496,135.60554243972055,707.154,9.74537,1381.75
15219,5e5ef41f1a2cb8308b080b5e,mp-20333,PrMnSi,300,-41.63850525,120.88794391650387,7913.15,7.91344,556414000.0
15221,5e5ef4201a2cb8308b080b60,mp-780293,Dy2Ge2O7,300,-162.43396776,315.06265526990177,1272.44,9.42902,1091.84
15223,5e5ef4201a2cb8308b080b62,mp-772080,BaLaI5,300,-204.10352212,2705.3357218172996,7612.86,0.0148366,0.397408
15224,5e5ef4211a2cb8308b080b63,mp-686076,Ga6Te10Pb,300,-354.84343053,3462.5404412330754,854.972,8.45603,535.608
15225,5e5ef4211a2cb8308b080b64,mp-5245,Zn(CN)2,300,-70.74975785,210.26848548676392,3975.6,5.3697,212.074
15226,5e5ef4211a2cb8308b080b65,mp-782644,LiMn3(BO3)3,300,-242.09591898,370.02264463365486,1504.17,0.638251,52.6529
15228,5e5ef4211a2cb8308b080b67,mp-767151,Li2CuNi(PO4)2,300,-175.12564488,285.05913359370334,4459.76,4.45373,14927500.0
15229,5e5ef4221a2cb8308b080b68,mp-974865,NdY3,300,-24.09035184,132.5683404887974,67467.1,67.4606,634237000.0
15230,5e5ef4221a2cb8308b080b69,mp-757002,KZrPCO7,300,-168.97535245,395.5730125698593,108.528,2.12505,68.6991
15232,5e5ef4221a2cb8308b080b6b,mp-557857,SrLi2Nb2O7,300,-183.44125533,294.84346681130984,1374.18,16.1942,1088.68
15233,5e5ef4221a2cb8308b080b6c,mp-19256,Er2Mn2O7,300,-171.80158471,248.63718759341944,27939.1,27.9343,114105000.0
15234,5e5ef4221a2cb8308b080b6d,mp-27895,ErNiB4,300,-162.07638847,238.64687224080222,26503.4,26.5073,377555000.0
15235,5e5ef4221a2cb8308b080b6e,mp-553925,Rb5B19O31,300,-838.76779332,1442.4002403942702,261.126,8.31046,949.843
15236,5e5ef4231a2cb8308b080b6f,mp-539,Ga2S3,300,-43.52845289,227.7267588606606,1882.62,10.6859,1980.49
15237,5e5ef4231a2cb8308b080b70,mp-698410,MnGe4H24C8(S5N)2,300,-252.0169298,684.2542032581101,420.825,3.89173,320.402
15241,5e5ef4231a2cb8308b080b74,mp-4384,Nb2CS2,300,-41.96490262,88.96016825800058,37362.5,37.3711,586811000.0
15244,5e5ef4241a2cb8308b080b77,mp-22437,Re6P13,300,-303.92617934,602.4248608413172,33471.0,33.478,88978800.0
15245,5e5ef4241a2cb8308b080b78,mp-631509,ZrBeCd,300,-10.86216352,66.43164455729905,9927.4,9.92671,630834000.0
15246,5e5ef4241a2cb8308b080b79,mp-554328,NaSO4,300,-67.56955362,161.82714534758,1113.04,0.976415,2.60967
15247,5e5ef4241a2cb8308b080b7a,mp-757495,Sn(PO3)4,300,-236.71393408,419.73983885321144,624.821,5.88741,466.994
15248,5e5ef4241a2cb8308b080b7b,mp-505390,Ba2ReO5,300,-238.07098771,502.944396984957,43719.3,43.7328,81445500.0
15249,5e5ef4241a2cb8308b080b7c,mp-6674,LiLa2SbO6,300,-144.11495087,266.15105250610526,1453.6,6.49259,542.023
15251,5e5ef4251a2cb8308b080b7e,mp-21848,F2,300,-9.20929885,88.84191508161149,29997.3,29.9979,185804000.0
15253,5e5ef4251a2cb8308b080b80,mp-510065,CsNdHgSe3,300,-47.70004833,410.038350843813,2847.28,10.806,2076.46
15254,5e5ef4251a2cb8308b080b81,mp-554027,Y7C3I6O,300,-217.35636286,1008.5387059069719,25319.5,25.3575,87082900.0
15255,5e5ef4251a2cb8308b080b82,mp-764935,Li(CoO2)2,300,-78.52049401,141.59277752252711,37428.3,37.4303,138787000.0
15256,5e5ef4251a2cb8308b080b83,mp-32069,UMo5O16,300,-166.72632506,305.37689612741417,121.22,0.128613,5.62736
15258,5e5ef4261a2cb8308b080b85,mp-600026,SiO2,300,-283.09766856,591.1094550965215,2630.97,9.5445,763.742
15259,5e5ef4261a2cb8308b080b86,mp-644409,LiAlPHO5,300,-120.75523079,166.54378485341687,960.021,9.07594,1052.3
15260,5e5ef4261a2cb8308b080b87,mp-557224,HgSeO3,300,-87.17941789,351.17759540838586,1439.39,7.19775,503.611
15262,5e5ef4261a2cb8308b080b89,mp-707900,PrH20S4N5O16,300,-519.59742404,845.2425945646721,351.406,8.70991,961.017
